no;Timestamp;incident_id;incident_rel;date;day;month;year;province;province_id;district_city;district_city_id;sub_district;sub_district_id;village;village_id;actor1a;actor1a_t;actor1a_vm;actor1b;actor1b_t;actor1b_vm;actor1_tot;actor2a;actor2a_t;actor2a_vm;actor2b;actor2b_t;actor2b_vm;actor2_tot;violence_form1;violence_form2;weapon_type1;weapon_type2;issue_type1;issue_type2;covid_rel;num_death;num_injured;death_injured;fem_death;fem_injured;child_death;child_injured;infra_damage;infra_destroyed;intervene;intervene_actor1;intervene_actor_type1;intervene_actor2;intervene_actor_type2;intervene_result;inc_desc;notes;
299; 10/10/2021 10:49:07;11NR06102101;;06/10/21;6;10;2021;ACEH;11;KOTA LANGSA;1173;LANGSA BARAT;1173020;SUNGAI PAUH;1173020020;WARGA;AKTOR NON NEGARA;TIDAK;WARGA;AKTOR NON NEGARA;TIDAK;2;WARGA;AKTOR NON NEGARA;TIDAK;;;;1;KEKERASAN SEKSUAL;;SENJATA JARAK DEKAT;;ISU KEKERASAN SEKSUAL;;;;;0;;;;;;;TIDAK;;;;;;Di daerah Langsa Barat, Aceh, pada tanggal 6 Oktober 2021 terjadi kejadian rudapaksa dari dua pemuda terhadap teman ceweknya dengan modus jenguk kawan;;
300; 10/10/2021 13:04:20;17NR27092101;;27/09/21;27;9;2021;BENGKULU;17;KOTA BENGKULU;1771;RATU AGUNG;1771021;TANAH PATAH;1771021001;WARGA;AKTOR NON NEGARA;TIDAK;WARGA;AKTOR NON NEGARA;TIDAK;2;WARGA;AKTOR NON NEGARA;TIDAK;;;;1;KEKERASAN SEKSUAL;;TIDAK JELAS;;ISU KEKERASAN SEKSUAL;;;;;0;;;;;;;TIDAK;;;;;;Di kawasah tanah patah, kota bengkulu, 27 September 2021 dua pemuda melakukan pemaksaan dan kekerasan seksual kepada siswi SMP;;
301; 10/10/2021 14:40:48;17NR07102101;;07/10/21;7;10;2021;BENGKULU;17;KABUPATEN KEPAHIANG;1708;BERMANI ILIR;1708020;TALANG PITO;1708020003;PELAJAR (SMA);AKTOR NON NEGARA;TIDAK;;;;-99;PELAJAR (SMK);AKTOR NON NEGARA;TIDAK;;;;-99;SERANGAN TANPA SENJATA;INTIMIDASI MASSA/PUBLIK;SENJATA JARAK DEKAT;;ISU IDENTITAS;ISU MAIN HAKIM SENDIRI;;1;3;4;;;;;;;TIDAK;;;;;;Di desa Talang Pito, Bengkulu pada tanggal 7 oktober 2021 terjadi tawuran dari SMAN 5 Kepahiang dengan SMKN 1 Kepahiang yang berujung tertikamnya salah satu pelajar;;
302; 10/10/2021 14:48:59;36NR04102101;;04/10/21;4;10;2021;BANTEN;36;KOTA SERANG;3673;CURUG;3673010;;;PELAJAR (MAHASISWA);AKTOR NON NEGARA;TIDAK;;;;-99;POLISI;AKTOR NEGARA;TIDAK;;;;-99;INTIMIDASI MASSA/PUBLIK;SERANGAN INFRASTRUKTUR/PENUTUPAN PAKSA;SENJATA JARAK DEKAT;;ISU PENEGAKAN HUKUM;ISU MAIN HAKIM SENDIRI;;;;0;;;;;1;;IYA;POLISI;AKTOR NEGARA;;;TIDAK BERHASIL;Unjuk Rasa di Serang, Banten pada tanggal 4 Oktober 2021 yang dilakukan oleh kelompok individu mahasiswa dan aktivis menjadi ricuh sehingga banyak kekerasan properti yang dilaukan;;
303; 10/10/2021 22:36:02;33RM06102101;;11/09/21;11;9;2021;JAWA TENGAH;33;KABUPATEN SEMARANG;3322;BAWEN;3322110;;;WARGA;AKTOR NON NEGARA;TIDAK;;;;7;WARGA;AKTOR NON NEGARA;TIDAK;;;;8;SERANGAN TANPA SENJATA;;SENJATA JARAK DEKAT;;ISU MAIN HAKIM SENDIRI;;;;8;8;;;;;;;TIDAK;;;;;;11 September 2021, Sasana Olahraga JD Asther Kecamatan Bawen Kab Semarang, sekelompok remaja menganiaya kelompok remaja, balas dendam;;
304; 10/10/2021 22:40:56;33RM05102101;;03/10/21;3;10;2021;JAWA TENGAH;33;KABUPATEN SRAGEN;3314;KEDAWUNG;3314040;;;WARGA;AKTOR NON NEGARA;TIDAK;;;;1;ORANG TIDAK DIKENAL (OTD);TIDAK JELAS;TIDAK JELAS;;;;-99;SERANGAN TANPA SENJATA;;SENJATA JARAK DEKAT;;TIDAK JELAS;;;;1;1;;;;;;;TIDAK;;;;;;03 Oktober 2021, Dukuh Batu Kidul Kab. Sragen, seorang warga dianiaya saat pernikahan oleh sejumlah orang tidak dikenal, tidak diketahui;;
305; 10/10/2021 22:45:32;33RM04102101;;04/10/21;4;10;2021;JAWA TENGAH;33;KABUPATEN KLATEN;3310;;;;;WARGA;AKTOR NON NEGARA;TIDAK;;;;-99;PEMILIK USAHA (KOPERASI SIMPAN PINJAM SEJAHTERA KLATEN);AKTOR PERUSAHAAN SWASTA;TIDAK;;;;-99;INTIMIDASI MASSA/PUBLIK;;TIDAK JELAS;;ISU SUMBER DAYA;;;;;0;;;;;;;TIDAK;;;;;;04 Oktober 2021, Kantor KSP Sejahtera Klaten, nasabah menuntut untuk pencairan deposito;;
306; 10/10/2021 23:10:29;73RM25092101;;25/09/21;25;9;2021;SULAWESI SELATAN;73;KOTA MAKASSAR;7371;BONTOALA;7371070;;;WARGA;AKTOR NON NEGARA;TIDAK;;;;1;TEMPAT IBADAH (MASJID RAYA MAKASSAR);AKTOR NON NEGARA;TIDAK;;;;1;SERANGAN INFRASTRUKTUR/PENUTUPAN PAKSA;;ALAT PEMBAKAR;;ISU MAIN HAKIM SENDIRI;;;;;0;;;;;1;;TIDAK;;;;;;25 September 2021, Masjid Raya Makassar, seorang warga membakar mibar Masjid Raya Makassar karena sakit hati setelah ditegur tidak boleh beristirahat di dalam Masjid;;
307; 10/10/2021 23:15:59;73RM30092101;;30/09/21;30;9;2021;SULAWESI SELATAN;73;KOTA MAKASSAR;7371;UJUNG PANDANG;7371050;;;PEMUDA;AKTOR NON NEGARA;TIDAK;;;;-99;PEMUDA;AKTOR NON NEGARA;TIDAK;;;;-99;SERANGAN BERSENJATA;;SENJATA JARAK DEKAT;;TIDAK JELAS;;;;;0;;;;;;;IYA;POLISI (KEPOLISIAN SEKTOR UJUNG PANDANG);AKTOR NEGARA;;;BERHASIL;30 September 2021, Jl Haji Bau Kec. Ujung Pandang Kota Makassar, dua kelompok pemuda tawuran, isu belum diketahui;;
308; 10/10/2021 23:25:16;73RM03102101;;03/10/21;3;10;2021;SULAWESI SELATAN;73;KOTA MAKASSAR;7371;MAMAJANG;7371020;MAMAJANG DALAM;7371020008;PEMUDA;AKTOR NON NEGARA;TIDAK;;;;5;PEMUDA;AKTOR NON NEGARA;TIDAK;;;;1;SERANGAN BERSENJATA;;SENJATA JARAK DEKAT;;ISU MAIN HAKIM SENDIRI;;;;1;1;;;;;1;;TIDAK;;;;;;3 Oktober 2021, Jalan Landak Baru Inspeksi Kanal Kel Mamajang Dalam Kec Mamajang Kota Makassar, kelompok pemuda menganiaya seorang pemuda, balas dendam karena rumah pelaku dirusak oleh korban;;
309; 10/10/2021 23:32:12;73RM07102101;;07/10/21;7;10;2021;SULAWESI SELATAN;73;KOTA MAKASSAR;7371;MAMAJANG;7371020;MAMAJANG LUAR;7371020013;WARGA;AKTOR NON NEGARA;TIDAK;;;;4;WARGA;AKTOR NON NEGARA;TIDAK;;;;1;SERANGAN BERSENJATA;;SENJATA JARAK DEKAT;;ISU MAIN HAKIM SENDIRI;;;;1;1;;;;;;;TIDAK;;;;;;"7 Oktober 2021, Jl Onta Kota Makassar, empat orang mengeroyok jukir setelah pelaku utama meneriaki korban ""Jambret"", belum diketahui namun sebelumnya antara korban dan pelaku pernah mengalami perselisihan";;
310; 11/10/2021 10:23:22;51NR05102101;;06/10/21;6;10;2021;BALI;51;KABUPATEN BULELENG;5108;SAWAN;5108070;LEMUKIH;5108070001;PEMUDA;AKTOR NON NEGARA;TIDAK;;;;1;WARGA;AKTOR NON NEGARA;TIDAK;;;;-99;SERANGAN TANPA SENJATA;INTIMIDASI MASSA/PUBLIK;SENJATA JARAK DEKAT;;ISU MAIN HAKIM SENDIRI;;;;;0;;;;;;;TIDAK;;;;;;6 Oktober 2021 di Sawan, Singaraja, seorang pemuda pencuri gas LPJ diamuk Massa karena mencuri;;
311; 11/10/2021 11:20:02;16FJ06102101;;06/10/21;6;10;2021;SUMATERA SELATAN;16;KABUPATEN OGAN KOMERING ULU TIMUR;1609;BELITANG MADANG RAYA;1609051;JATI MULYO I;1609051006;KRIMINAL;AKTOR NON NEGARA;TIDAK;;;;2;PEKERJA INFORMAL (PETANI);AKTOR NON NEGARA;TIDAK;;;;1;SERANGAN BERSENJATA;SERANGAN TANPA SENJATA;SENJATA JARAK DEKAT;SENJATA API;ISU KRIMINAL;;;;1;1;;;;;;;TIDAK;;;;;;Pada 6 Oktober 2021, seorang Petani ditendang dan ditodong dengan senjata api di Kabupaten OKU Timur. Uang Rp210 juta milik petani tersebut dirampas;;
312; 11/10/2021 11:26:58;35FJ25092101;;25/09/21;25;9;2021;JAWA TIMUR;35;KABUPATEN LAMONGAN;3524;NGIMBANG;3524030;SENDANGREJO;3524030017;PEMILIK USAHA (WARUNG);AKTOR PERUSAHAAN SWASTA;TIDAK;;;;1;PEMUDA;AKTOR NON NEGARA;TIDAK;;;;100;SERANGAN INFRASTRUKTUR/PENUTUPAN PAKSA;INTIMIDASI MASSA/PUBLIK;SENJATA JARAK DEKAT;;TIDAK JELAS;;;;;0;;;;;;;TIDAK;;;;;;Pada 25 September 2021, kelompok pemuda yang berjumlah sekitar 100 orang mengacak ngacak suatu warung dan memaksa korban untuk bersembunyi di kebun tebu. Lokasi di Kabupaten Lamongan.;;
313; 11/10/2021 11:36:14;35FJ05102101;;05/10/21;5;10;2021;JAWA TIMUR;35;KABUPATEN BANGKALAN;3526;KWANYAR;3526030;;;WARGA;AKTOR NON NEGARA;TIDAK;;;;-99;KRIMINAL;AKTOR NON NEGARA;TIDAK;;;;1;SERANGAN TANPA SENJATA;;ALAT PEMBAKAR;;ISU MAIN HAKIM SENDIRI;;;1;;1;;;;;;;TIDAK;;;;;;Pada tanggal 5 Oktober di Kabupaten Bangkalan, seorang maling motor dibakar oleh warga.;;
314; 11/10/2021 17:39:31;32AS08102101;;08/10/21;8;10;2021;JAWA BARAT;32;KABUPATEN BEKASI;3216;CIKARANG UTARA;3216061;KARANGASIH;3216061009;KRIMINAL;AKTOR NON NEGARA;TIDAK;;;;1;WARGA;AKTOR NON NEGARA;TIDAK;;;;-99;SERANGAN TANPA SENJATA;;SENJATA JARAK DEKAT;;ISU MAIN HAKIM SENDIRI;;;;1;1;;;;;;;TIDAK;;;;;;Pada tanggal 8 Oktober 2021 di Kabupaten Bekasi, Kecamatan Cikarang Utara, terjadi pemukulan oleh warga terhadap maling motor setelah aksinya digagalkan;;
315; 11/10/2021 17:52:17;13AS08102101;;08/10/21;8;10;2021;SUMATERA BARAT;13;KOTA BUKITTINGGI;1375;;;;;KRIMINAL;AKTOR NON NEGARA;TIDAK;;;;1;WARGA;AKTOR NON NEGARA;TIDAK;;;;-99;SERANGAN TANPA SENJATA;;SENJATA JARAK DEKAT;;ISU MAIN HAKIM SENDIRI;;;;1;1;;;;;;;IYA;POLISI (KEPOLISIAN RESOR);AKTOR NEGARA;;;BERHASIL;Pada tanggal 8 Oktober 2021 di Bukittinggi, Sumatera Barat. Terjadi sebuah pengeroyokan terhadap pelaku pemerkosa anak dibawah umur, tetapi diamankan secara cepat oleh anggota polres Bukittinggi;;
316; 11/10/2021 18:06:19;18AS27092101;;27/09/21;27;9;2021;LAMPUNG;18;KABUPATEN LAMPUNG TIMUR;1804;;;;;POLISI (KEPOLISIAN RESORTA BANDAR LAMPUNG);AKTOR NEGARA;TIDAK;;;;-99;KRIMINAL;AKTOR NON NEGARA;TIDAK;;;;2;SERANGAN BERSENJATA;;SENJATA API;;ISU PENEGAKAN HUKUM;;;2;;2;;;;;;;TIDAK;;;;;;Pada tanggal 27 September 2021 di Lampung Timur, Prov. Lampung. 2 pelaku Curanmor tewas setelah baku tembak dengan polresta Lampung;;
317; 11/10/2021 21:55:10;21RL09102101;;09/10/21;9;10;2021;KEPULAUAN RIAU;21;KOTA BATAM;2171;BATU AJI;2171061;;;WARGA;AKTOR NON NEGARA;TIDAK;;;;8;WARGA;AKTOR NON NEGARA;TIDAK;;;;1;SERANGAN TANPA SENJATA;;SENJATA JARAK DEKAT;;ISU MAIN HAKIM SENDIRI;;;1;;1;;;;;;;TIDAK;;;;;;(9/10) 9 orang pengamen berkumpul sambil berminum tuak hingga mabuk yang berakhir dalam adu mulut. Adu mulut menyebabkan 8 orang tersebut memukuli 1 orang temannya hingga tewas.;;
318; 11/10/2021 22:32:29;82RL02102102;;02/10/21;2;10;2021;MALUKU UTARA;82;KABUPATEN HALMAHERA TENGAH;8202;WEDA TENGAH;8202033;LELILEF WAIBULAN;8202033003;WARGA;AKTOR NON NEGARA;TIDAK;;;;1;WARGA;AKTOR NON NEGARA;TIDAK;;;;4;KEKERASAN SEKSUAL;;SENJATA JARAK DEKAT;;ISU KEKERASAN SEKSUAL;;;;1;1;;1;;;;;TIDAK;;;;;;(2/10) Seorang wanita diperkosa oleh 4 pria (1 adalah pacarnya dan 3 adalah teman dari pacarnya) di kosan pacar tersebut di Desa Lelilef Waibulan.;;
319; 12/10/2021 10:53:13;51NR28092101;;28/09/21;28;9;2021;BALI;51;KABUPATEN BADUNG;5103;MENGWI;5103040;SADING;5103040008;WARGA;AKTOR NON NEGARA;TIDAK;;;;2;WARGA;AKTOR NON NEGARA;TIDAK;;;;1;SERANGAN TANPA SENJATA;;SENJATA JARAK DEKAT;;ISU MAIN HAKIM SENDIRI;;;;1;1;;;;;;;TIDAK;;;;;;pada 28 September 2021 di desa Sading, Bali terjadi pembacokan antara 3 orang yang diakibatkan oleh status Wa;;
320; 12/10/2021 11:03:39;51NR28092102;;28/09/21;28;9;2021;BALI;51;KOTA DENPASAR;5171;DENPASAR SELATAN;5171010;;;KRIMINAL;AKTOR NON NEGARA;TIDAK;;;;2;PEKERJA INFORMAL (PENGEMUDI OJEK ONLINE);AKTOR NON NEGARA;TIDAK;;;;1;SERANGAN TANPA SENJATA;;SENJATA JARAK DEKAT;;ISU KRIMINAL;;;;1;1;;;;;;;TIDAK;;;;;;28 Oktober 2021 di Denpasar Selatan terjadi perampokan dan penganiayaan yang dilakukan oleh tiga orang terhadap ojol;;
321; 12/10/2021 11:27:15;36NR03102101;;03/10/21;3;10;2021;BANTEN;36;KOTA TANGERANG;3671;CIPONDOH;3671020;PORIS PLAWAD UTARA;3671020020;KRIMINAL;AKTOR NON NEGARA;TIDAK;;;;1;WARGA;AKTOR NON NEGARA;TIDAK;;;;2;SERANGAN TANPA SENJATA;;SENJATA JARAK DEKAT;;ISU MAIN HAKIM SENDIRI;;;;;0;;;;;;;TIDAK;;;;;;3 Oktober 2021 di Cipondoh, Tangerang, seorang pencuri babak belur oleh warga setelah kepergok maling motor;;
322; 12/10/2021 12:13:22;53MU07102101;;07/10/21;7;10;2021;NUSA TENGGARA TIMUR;53;KABUPATEN FLORES TIMUR;5309;ADONARA TIMUR;5309070;SAOSINA;5309070061;WARGA (DESA SAOSINA);AKTOR NON NEGARA;TIDAK;;;;-99;WARGA (DESA WOTAN);AKTOR NON NEGARA;TIDAK;;;;-99;SERANGAN TANPA SENJATA;;SENJATA JARAK DEKAT;;ISU IDENTITAS;ISU MAIN HAKIM SENDIRI;;;2;2;;;;1;;;IYA;POLISI (FLORES TIMUR);AKTOR NEGARA;;;BERHASIL;"Pada 7 Oktober 2021, terjadi bentrokan antara dua warga yaitu dari Desa Saosina dan Desa Wotan di kelurahan Waiwerang Kota, Kecamatan Adonara Timur, Flores Timur, NTT. Bentrokan ini melukai seorang anak dan polisi. Hal yang menjadi isu dari insiden tersebut ialah perang antarsuku atau antardesa (identitas) yang awalnya merupakan persoalan individu. Insiden ini memiliki akar pada konflik 5 Maret 2020 silam yang mana terjadi insiden setelah ""Perang Tanding"" yang menewaskan 6 orang. Kapolres Flores Timur berupaya menjaga keamanan agar tidak terjadi kondisi yang lebih buruk lagi.";;
323; 12/10/2021 12:31:58;53MU01102101;;01/10/21;1;10;2021;NUSA TENGGARA TIMUR;53;KABUPATEN ENDE;5311;ENDE TIMUR;5311031;MAUTAPAGA;5311031001;WARGA;AKTOR NON NEGARA;TIDAK;;;;2;WARGA;AKTOR NON NEGARA;TIDAK;;;;6;SERANGAN TANPA SENJATA;;SENJATA JARAK DEKAT;;ISU MAIN HAKIM SENDIRI;;;1;;1;;;;;;;TIDAK;;;;;;Pada 1 Oktober 2021, Nikodemus (27), seorang pemuda Ende, tewas dikeroyok oleh 6 kelompok orang, khususnya oleh 4 orang dari Ende juga di antaranya di Kelurahan Mautapaga, Ende Timur, Kab. Ende, NTT. Pengeroyokan ini dikarenakan isu sepele yaitu pemukulan gardu setempat oleh teman korban, Imanuel, (yang meladeni candaan/suruhan korban) yang menyebabkan sekelompok pemuda setempat menjadi tersinggung, menghampiri, dan menghajar korban.;;
324; 12/10/2021 12:49:27;52MU06102101;;06/10/21;6;10;2021;NUSA TENGGARA BARAT;52;KABUPATEN BIMA;5206;BOLO;5206020;SONDOSIA;5206020005;WARGA;AKTOR NON NEGARA;TIDAK;;;;1;WARGA;AKTOR NON NEGARA;TIDAK;;;;-99;SERANGAN TANPA SENJATA;SERANGAN BERSENJATA;SENJATA JARAK DEKAT;SENJATA API;ISU MAIN HAKIM SENDIRI;;;2;3;5;1;1;1;1;;;TIDAK;;;;;;Pada 6 Oktober 2021, terjadi penganiayaan yang dilakukan oleh Sukardin (52) terhadap Yanti, Nursada, dan Mukmin di Desa Sondosia, Kec. Bolo, Kab. Bima NTT. Hal ini bermula dari pelaku yang meminta makanan, namun tidak terima dengan makanan yang diberi oleh korban. Pelaku kemudian membacok Yanti hingga tewas dan melukai Nursada dan Mukmin. Polisi yang melerai pun menjadi sasaran amukan Sukardin -- pelaku sudah pernah melakukan tindakan kriminal sebelumnya. Sukardin merampas pistol polisi dan menembakkannya. Akibat kemaran warga, Sukardin kemudian dipukuli hingga tewas.;;
325; 12/10/2021 20:10:54;94MU08102101;;08/10/21;8;10;2021;PAPUA;94;KOTA JAYAPURA;9471;JAYAPURA UTARA;9471040;;;WARGA;AKTOR NON NEGARA;IYA;;;;1;RELAWAN (PEKAN OLAH RAGA NASIONAL PAPUA);AKTOR NON NEGARA;TIDAK JELAS;;;;2;SERANGAN TANPA SENJATA;;SENJATA JARAK DEKAT;;ISU MAIN HAKIM SENDIRI;;;;1;1;;;;;;;IYA;POLISI (KEPOLISIAN DAERAH PAPUA);AKTOR NEGARA;;;BERHASIL;Pada 8 Oktober 2021, terjadi pemukulan di luar ring terhadap atlet DKI Jakarta oleh relawan PON Papua di GOR Cenderawasih, Jayapura Utara, Kota Jayapura, Papua. Hal ini dikarenakan atlet DKI Jakarta yang tidak terima dengan keputusan wasit membanting pintu dan merusak spanduk. Sontak relawan PON tidak terima dan beberapa di antaranya terlibat baku hantam dengan atlet. Insiden pemukulan ini ditengarai karena adanya isu main hakim sendiri.;;
326; 12/10/2021 20:23:01;94MU11102101;;11/10/21;11;10;2021;PAPUA;94;KABUPATEN MERAUKE;9401;MERAUKE;9401040;;;WARGA;AKTOR NON NEGARA;IYA;;;;-99;RELAWAN (PEKAN OLAH RAGA NASIONAL PAPUA);AKTOR NON NEGARA;TIDAK JELAS;;;;-99;SERANGAN INFRASTRUKTUR/PENUTUPAN PAKSA;SERANGAN TANPA SENJATA;SENJATA JARAK DEKAT;;ISU MAIN HAKIM SENDIRI;;;;;0;;;;;2;;IYA;POLISI (KAKEPOLISIAN RESOR MERAUKE);AKTOR NEGARA;;;BERHASIL;Pada 11 Oktober 2021, terjadi kericuhan di GOR Futsal Dispora, Kec. Merauke, Kab. Merauke, Papua. Pasalnya, pendukung atlet gulat Papua, Heri Fadli, tidak terima dengan keputusan wasit dan dewan juri PON. Mereka kemudian merusak meja dewan juri dan televisi layar monitor panitia. Pada akhirnya, pertandingan dimenangkan oleh Kalsel karena atlet tuan rumah walk-out.;;
327; 12/10/2021 23:58:15;21RL11102101;;11/10/21;11;10;2021;KEPULAUAN RIAU;21;KOTA BATAM;2171;SAGULUNG;2171041;SUNGAI BINTI;2171041002;WARGA;AKTOR NON NEGARA;TIDAK;;;;2;WARGA;AKTOR NON NEGARA;TIDAK;;;;5;SERANGAN TANPA SENJATA;;SENJATA JARAK DEKAT;;ISU MAIN HAKIM SENDIRI;;;;2;2;;;;;;;TIDAK;;;;;;(11/10) Akibat cekcok, dua orang menjadi korban penusukan di R Cafe (Kel. Sei Binti, Kota Batam) yang dilakukan oleh setikar 5 orang.;;
328; 13/10/2021 00:29:24;12RL04022102;;04/02/21;4;2;2021;SUMATERA UTARA;12;KOTA MEDAN;1275;MEDAN BARU;1275090;PADANG BULAN;1275090002;POLISI;AKTOR NEGARA;TIDAK;;;;1;WARGA;AKTOR NON NEGARA;TIDAK;;;;2;KEKERASAN SEKSUAL;PENCULIKAN/PENGURUNGAN;SENJATA JARAK DEKAT;;ISU KEKERASAN SEKSUAL;;;2;;2;2;;2;;;;TIDAK;;;;;;(4/2) Seorang polisi menculik, melecehkan, menganiaya dan membunuh 2 orang gadis di sebuah hotel di Padang Bulan.;;
329; 13/10/2021 14:12:59;94MU06062101;;06/06/21;6;6;2021;PAPUA;94;KABUPATEN MIMIKA;9412;TEMBAGAPURA;9412032;;;PEKERJA (PT FREEPORT);AKTOR PERUSAHAAN SWASTA;TIDAK;;;;1;PELAJAR (SD YPJ TEMBAGAPURA);AKTOR NON NEGARA;IYA;;;;2;KEKERASAN SEKSUAL;;SENJATA JARAK DEKAT;;ISU KEKERASAN SEKSUAL;;;;2;2;;2;;2;;;TIDAK;;;;;;Sejak 6 Juni 2021, salah seorang oknum karyawan PT Freeport melakukan pencabulan terhadap 2 orang siswi YPJ Tembagapura di Asrama YPJ Tembagapura, Kab. Mimika, Papua. Pelaku merupakan karyawan yang melakukan renovasi asrama YPJ. Isu dari insiden ini ialah kekerasan seksual, secara spesifiknya ialah pedofilia.;;
330; 13/10/2021 18:32:53;12HS17052101;;17/05/21;17;5;2021;SUMATERA UTARA;12;KOTA MEDAN;1275;MEDAN LABUHAN;1275190;;;WARGA;AKTOR NON NEGARA;TIDAK;;;;-99;GENG PEMUDA (SEI MATI);AKTOR NON NEGARA;TIDAK;;;;1;SERANGAN TANPA SENJATA;;SENJATA JARAK DEKAT;;ISU MAIN HAKIM SENDIRI;;;;1;1;;;;;;;IYA;POLISI (KEPOLISIAN SEKTOR MEDAN LABUHAN);AKTOR NEGARA;;;BERHASIL;Pada tanggal 17 Mei 2021, seorang pemuda Sei Mati yang juga merupakan pelaku begal motor dikeroyok oleh warga sekitar di kecamatan Medan Labuhan, Kota Medan, Provinsi Sumatera Utara. Petugas kepolisian dari Polsek Medan Labuhan langsung mengamankan pelaku setelah tiba di lokasi kejadian.;;
331; 13/10/2021 18:44:44;12HS16032101;;16/03/21;16;3;2021;SUMATERA UTARA;12;KOTA MEDAN;1275;MEDAN BELAWAN;1275210;;;WARGA;AKTOR NON NEGARA;TIDAK;;;;4;WARGA;AKTOR NON NEGARA;TIDAK;;;;3;SERANGAN TANPA SENJATA;;SENJATA JARAK DEKAT;;ISU SUMBER DAYA;ISU MAIN HAKIM SENDIRI;;;3;3;;;;;;;TIDAK;;;;;;Pada tanggal 16 Maret 2021, satu keluarga yang terdiri dari 4 individu membacok tiga warga yang merupakan tetangganya di Kecamatan Medan Labuhan, Kota Medan, Provinsi Sumatera Utara, lantaran kesal korban belum memberi ganti rugi pengobatan atas perkelahian yang menyebabkan anak salah satu pelaku terluka.;;
332; 13/10/2021 18:57:13;12HS16032101;;15/03/21;15;3;2021;SUMATERA UTARA;12;KOTA MEDAN;1275;MEDAN PERJUANGAN;1275160;;;POLISI (SAT RESKRIM KEPOLISIAN SEKTOR MEDAN TIMUR);AKTOR NEGARA;TIDAK;;;;-99;KRIMINAL;AKTOR NON NEGARA;TIDAK;;;;2;SERANGAN BERSENJATA;;SENJATA API;;ISU PENEGAKAN HUKUM;;;;1;1;;;;;;;IYA;POLISI (KEPOLISIAN SEKTOR MEDAN TIMUR);AKTOR NEGARA;;;BERHASIL;Pada tanggal 15 Maret 2021, anggota Sat Reskrim Polsek Medan Timur menembak kaki tersangka pembobolan rumah ketika sedang melakukan pengembangan kasus di Kecamatan Medan Perjuangan, Kota Medan, Provinsi Sumatera Utara, lantaran tersangka berupaya merebut senjata api dari petugas kepolisian. Penembakan dilakukan secara terukur oleh petugas kepolisian untuk meredakan pertikaian.;;
333; 13/10/2021 19:32:39;12HS14062101;;14/06/21;14;6;2021;SUMATERA UTARA;12;KOTA BINJAI;1276;BINJAI KOTA;1276020;;;IKATAN PEMUDA KARYA (IPK);AKTOR NON NEGARA;TIDAK;;;;2;JURNALIS;AKTOR NON NEGARA;TIDAK;;;;2;SERANGAN INFRASTRUKTUR/PENUTUPAN PAKSA;;ALAT PEMBAKAR;;ISU MAIN HAKIM SENDIRI;;;;;0;;;;;1;;TIDAK;;;;;;Pada tanggal 14 Juni 2021, terjadi pembakaran rumah jurnalis Syahzara Sopian oleh Orang Tidak Dikenal di kota Binjai, Provinsi Sumatera Utara (kecamatan tidak tertera). Pembakaran tersebut diduga terjadi karena kesal lantaran korban sedang menyoroti kegiatan ilegal judi. Pelaku bernama Rasil Sembiring diidentifikasi sebagai otak kejadian dan ditangkap pada tanggal 14 Juli 2021. Ia membakar rumah sang jurnalis lantaran tidak suka liputan yang dibuat terhadap ketua DPD IPK Binjai Supris.;;
334; 13/10/2021 23:09:02;64RL10102101;;10/10/21;10;10;2021;KALIMANTAN TIMUR;64;KOTA SAMARINDA;6472;SAMARINDA ULU;6472050;BUKIT PINANG;6472050009;KRIMINAL;AKTOR NON NEGARA;TIDAK;;;;1;WARGA;AKTOR NON NEGARA;TIDAK;;;;4;SERANGAN TANPA SENJATA;;SENJATA JARAK DEKAT;;ISU MAIN HAKIM SENDIRI;;;;1;1;;;;;;;TIDAK;;;;;;(10/10) Seorang pencuri motor dikeroyok oleh pemiliki motor dan 3 orang temannya di Kel. Bukit Pinang.;;
335; 14/10/2021 11:26:44;36NR28092101;;28/09/21;28;9;2021;BANTEN;36;KABUPATEN TANGERANG;3603;TELUKNAGA;3603200;TANJUNG BURUNG;3603200011;PEMUDA;AKTOR NON NEGARA;TIDAK;;;;1;KRIMINAL;AKTOR NON NEGARA;TIDAK;;;;2;SERANGAN TANPA SENJATA;;SENJATA JARAK DEKAT;;ISU MAIN HAKIM SENDIRI;;;1;;1;;;;;;;TIDAK;;;;;;Pada 28 september 2021 di Tanjung Burung, Tangerang terjadi pengeroyokan dari 7 orang kepada 1 pemuda berumur 19 tahun hingga tewas dikarenakan dendam pribadi;;
